,,GSM596123,GSM596124,GSM596127,GSM596128,GSM596131,GSM596132,GSM596125,GSM596126,GSM596129,GSM596130,GSM596133,GSM596134
AT5G18830, Encodes a member of the Squamosa Binding Protein family of transcriptional regulators. SPL7 is expressed highly in roots and appears to play a role in copper homeostasis. Mutants are hypersensitive to copper deficient conditions and display a retarded growth phenotype. SPL7 binds to the promoter  of the copper responsive miRNAs miR398b and miR389c. - [ AT5G18830 / P: involved in actin nucleation / Publication:501748728 ][ AT5G18830 / P: involved in regulation of transcription  DNA-dependent / Publication:1345963 ][ AT5G18830 / F: has sequence-specific DNA binding transcription factor activity / Publication:1345963 ],6.265784311,6.352825769,6.612223646,6.904730969,5.058153963,5.613679048,6.739975296,6.460394651,6.689059432,7.332091923,6.597230373,5.69019092
AT5G19550, Nitrogen metabolism. Major cytosolic isoenzyme controlling aspartate biosynthesis in the light. - [ AT5G19550 / F: has L-aspartate:2-oxoglutarate aminotransferase activity / Publication:2630 ][ AT5G19550.1 / C: located in cell wall / Publication:501718077 ][ AT5G19550 / F: functions in copper ion binding / Publication:501735675 ][ AT5G19550.1 / C: located in vacuolar membrane / Publication:501720626 ],7.364217472,7.145602244,7.339762104,7.267121732,6.691183519,7.291058266,7.43986083,7.728204531,7.45172511,7.237330027,7.827172999,6.803100644
AT5G19730,[ AT5G19730.1 / F: has pectinesterase activity / AnalysisReference:501748310 ][ AT5G19730 / P: involved in flavonoid biosynthetic process / Publication:501748728 ][ AT5G19730 / P: involved in flavonoid biosynthetic process / Publication:501748728 ][ AT5G19730.1 / P: involved in cell wall modification / AnalysisReference:501748310 ],5.291155379,5.485229436,5.63529393,5.655327871,4.269395514,4.816908752,5.623953394,5.468962877,5.806612559,5.789315245,5.175721287,4.669711871
AT5G19790, encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family (RAP2.11). The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11. - [ AT5G19790.1 / C: located in nucleus / AnalysisReference:501750651 ][ AT5G19790 / F: has sequence-specific DNA binding transcription factor activity / Publication:3195 ][ AT5G19790 / C: located in nucleus / Publication:501718991 ][ AT5G19790 / F: functions in DNA binding / Publication:3195 ],3.898588252,4.163987229,4.222622955,4.40147584,3.940558456,3.960044487,3.89945511,4.018837343,4.671728616,4.258957152,4.035777621,4.117011506
AT5G19820,[ AT5G19820 / P: involved in plant-type cell wall cellulose metabolic process / Publication:501748728 ][ AT5G19820.1 / C: located in cell wall / Publication:501718077 ][ AT5G19820 / P: involved in nucleotide biosynthetic process / Publication:501748728 ][ AT5G19820 / P: involved in plant-type cell wall cellulose metabolic process / Publication:501748728 ],7.925046581,7.79394889,8.115395823,8.049536497,7.198320691,7.518952494,7.639111932,7.499211231,7.840074284,7.86352151,7.087820712,6.453511514
AT5G20220,[ AT5G20220.2 / F: has nucleic acid binding / AnalysisReference:501748310 ][ AT5G20220.1 / F: has unfolded protein binding / AnalysisReference:501748310 ][ AT5G20220.2 / F: has unfolded protein binding / AnalysisReference:501748310 ][ AT5G20220.1 / F: has nucleic acid binding / AnalysisReference:501748310 ],7.404009411,7.379700065,7.148697852,7.449428585,6.459660906,6.735990412,7.172021943,7.177015411,6.367089444,7.414447927,7.243418245,7.060261387
AT5G20270, heptahelical transmembrane protein homologous to human adiponectin receptors and progestin receptors - [ AT5G20270 / P: involved in response to salt stress / Publication:501717960 ][ AT5G20270 / P: involved in response to salt stress / Publication:501717960 ][ AT5G20270 / P: involved in response to hormone stimulus / Publication:501717960 ][ AT5G20270.1 / C: located in integral to membrane / AnalysisReference:501748310 ],6.85654204,7.050483092,6.966202328,7.090301142,6.397569451,6.73117494,6.684704505,6.902368717,6.596796432,6.72222092,7.080505849,6.134480884
AT5G20340, Encodes a putative beta 1 3-glucanase. - [ AT5G20340 / F: has glucan exo-1 3-beta-glucosidase activity / Publication:1681 ][ AT5G20340.1 / F: has catalytic activity / AnalysisReference:501748310 ][ AT5G20340.1 / F: has cation binding / AnalysisReference:501748310 ][ AT5G20340.1 / P: involved in carbohydrate metabolic process / AnalysisReference:501748310 ],3.544089325,3.642921003,4.183425598,3.920547412,3.885074271,3.736637384,3.496764052,3.730584317,4.100433454,3.730453096,3.730938611,3.788656942
AT5G20810,[ AT5G20810 / F: has protein binding / Publication:501721103 ][ AT5G20810 / F: has protein binding / Publication:501721103 ][ AT5G20810 / F: has protein binding / Publication:501721103 ][ AT5G20810 / P: involved in pollen tube growth / Publication:501748728 ],3.833312648,3.98151238,4.213284581,4.382905855,3.955638311,3.764166922,3.985765872,4.078150531,4.445766492,4.144703283,3.66591753,4.1646419
AT5G21100,[ AT5G21100.1 / P: involved in oxidation-reduction process / AnalysisReference:501748310 ][ AT5G21100.1 / F: has oxidoreductase activity / AnalysisReference:501748310 ][ AT5G21100 / P: involved in sterol biosynthetic process / Publication:501748728 ][ AT5G21100.1 / C: located in extracellular region / AnalysisReference:501750651 ],7.467939292,7.661908719,7.625085131,8.030074953,7.107359643,7.407056821,7.693840088,7.903536846,7.630462238,8.04938631,7.393808751,6.238716533
AT5G22250,[ AT5G22250 / P: involved in nuclear-transcribed mRNA poly(A) tail shortening / Publication:501732914 ][ AT5G22250 / P: involved in MAPK cascade / Publication:501748728 ][ AT5G22250 / P: involved in ethylene biosynthetic process / Publication:501748728 ][ AT5G22250 / P: involved in abscisic acid mediated signaling pathway / Publication:501748728 ],4.90208921,5.059114068,5.821163746,6.724819606,4.858914281,3.961598776,5.474657703,5.146431133,5.793568391,5.506745691,4.823005166,5.62087481
AT5G22360, Member of Synaptobrevin-like AtVAMP7C  v-SNARE protein family. - [ AT5G22360 / P: involved in response to salt stress / Publication:501720369 ][ AT5G22360 / F: has molecular_function / Communication:1345790 ][ AT5G22360 / P: involved in response to salt stress / Publication:501720369 ][ AT5G22360.1 / C: located in vacuole / Publication:501711987 ],7.199248703,7.154941908,7.163385506,7.26821953,6.234887133,6.463703458,7.28795777,7.389932034,7.408698944,7.084026427,7.238596727,6.172939023
AT5G22460,[ AT5G22460 / F: has catalytic activity / Communication:501714663 ][ AT5G22460.1 / C: located in plasmodesma / Publication:501742898 ][ AT5G22460 / P: involved in biological_process / Communication:1345790 ][ AT5G22460.1 / C: located in vacuole / Publication:501711987 ],4.904637528,4.881095774,5.163077908,5.603784246,4.830614518,4.938780301,5.132374006,5.062101024,4.991661516,5.06120535,7.82581711,7.227333578
AT5G22540,[ AT5G22540 / P: involved in response to abscisic acid stimulus / Publication:501748728 ][ AT5G22540 / P: involved in hyperosmotic salinity response / Publication:501748728 ][ AT5G22540 / F: has molecular_function / Communication:1345790 ][ AT5G22540 / P: involved in biological_process / Communication:1345790 ],4.853414582,4.987439674,5.216123034,5.926199608,4.465077977,4.618044167,5.052199786,5.103453667,5.346490667,5.156230532,4.598254919,4.929436174
AT5G23010, Encodes a methylthioalkylmalate synthase  catalyzes the condensation reactions of the first two rounds of methionine chain elongation in the biosynthesis of methionine-derived glucosinolates. - [ AT5G23010 / P: involved in glucosinolate biosynthetic process / Publication:501712434 ][ AT5G23010 / P: involved in response to water deprivation / Publication:501752730 ][ AT5G23010 / P: involved in cysteine biosynthetic process / Publication:501748728 ],11.26977501,11.31986913,11.30742163,11.41376984,11.2989228,10.61400003,11.82644141,11.75014695,11.94719857,11.17381035,9.08358748,10.54635401
AT5G23240,[ AT5G23240.1 / P: involved in protein folding / AnalysisReference:501748310 ][ AT5G23240 / P: involved in protein folding / Communication:501714663 ][ AT5G23240.1 / F: has heat shock protein binding / AnalysisReference:501748310 ][ AT5G23240.1 / C: located in chloroplast / AnalysisReference:501750651 ],9.982762571,10.04711928,9.67678945,9.804562957,9.497343517,5.010445672,10.11578435,10.09759612,9.07585932,10.22431873,4.431157054,9.592906048
AT5G23570, Required for posttranscriptional gene silencing and natural virus resistance.SGS3 is a member of an 'unknown' protein family. Members of this family have predicted coiled coiled domains suggesting oligomerization and a potential zinc finger domain. Involved in the production of trans-acting siRNAs  through direct or indirect stabilization of cleavage fragments of the primary ta-siRNA transcript.  Acts before RDR6 in this pathway. - [ AT5G23570 / P: involved in vegetative phase change / Publication:501714294 ][ AT5G23570 / P: involved in virus induced gene silencing / Publication:501748728 ][ AT5G23570 / P: involved in production of ta-siRNAs involved in RNA interference / Publication:501748728 ],5.417854197,5.450422301,4.967371446,5.135010815,4.526500555,4.192598703,5.557887129,5.196887156,5.02088054,5.242143014,3.802606059,4.608152901
AT5G23750,[ AT5G23750.2 / C: located in nucleus / AnalysisReference:501750651 ][ AT5G23750 / P: involved in cell wall biogenesis / Publication:501748728 ][ AT5G23750.1 / C: located in nucleus / AnalysisReference:501750651 ][ AT5G23750 / F: functions in DNA binding / Communication:501714663 ],6.329028924,6.287401087,6.549309541,6.689249966,5.232656811,5.817982734,7.082788366,6.908860113,7.456083772,7.039647512,9.197993095,7.893639257
AT5G24930,[ AT5G24930 / P: involved in negative regulation of defense response / Publication:501748728 ][ AT5G24930 / P: involved in systemic acquired resistance  salicylic acid mediated signaling pathway / Publication:501748728 ][ AT5G24930 / P: involved in regulation of transcription  DNA-dependent / Publication:501748728 ],10.9941231,10.99520971,11.14467857,11.17679609,10.33389053,10.7468212,11.20833521,11.26229155,11.36426076,11.31895224,11.56354068,10.79594209
AT5G25930,[ AT5G25930.1 / P: involved in protein phosphorylation / AnalysisReference:501748310 ][ AT5G25930 / P: involved in cellular membrane fusion / Publication:501748728 ][ AT5G25930 / P: involved in regulation of plant-type hypersensitive response / Publication:501748728 ],5.368853384,5.589131406,5.83346679,6.26563699,4.73425511,4.202355217,4.895892056,4.894168591,6.327818659,5.66320959,4.169785035,4.959070179
AT5G26340, Encodes a protein with high affinity  hexose-specific/H+ symporter activity. The activity of the transporter appears to be negatively regulated by phosphorylation. Importantly  microarray analysis  as well as the study of the expression of this gene in mutants involved in programmed cell death (PCD) demonstrated a tight correlation between this gene's expression and PCD. - [ AT5G26340 / P: involved in response to water deprivation / Publication:501746895 ][ AT5G26340 / C: located in membrane / Communication:501714663 ][ AT5G26340.1 / C: located in plasma membrane / Publication:501720929 ][ AT5G26340 / C: located in plasma membrane / Publication:501750648 ],8.506318408,8.755179264,7.818134373,7.750751606,8.66896842,6.042762199,8.688493659,8.746346884,8.859522747,7.992109327,8.364136617,8.878426629
AT5G26570, chloroplastidic phosphoglucan  water dikinase (PWD) which is required for normal degradation of leaf starch in Arabidopsis. NMR analysis of the mutants  suggests that the gene is specifically involved in the phosphorylation of the glucosyl residues of starch at the C3 position. - [ AT5G26570.1 / F: has catalytic activity / AnalysisReference:501748310 ][ AT5G26570.1 / C: located in chloroplast stroma / Publication:501728638 ][ AT5G26570 / F: has phosphoglucan  water dikinase activity / Publication:501714648 ][ AT5G26570 / P: involved in starch metabolic process / Publication:501714648 ],10.32945234,10.38386592,9.73189237,9.950766202,9.885551603,7.986715687,10.63731122,10.62088871,9.295937659,10.16344689,7.955203541,9.794714371
AT5G26990,[ AT5G26990 / P: involved in response to water deprivation / Communication:501714663 ][ AT5G26990.1 / C: located in nucleus / AnalysisReference:501750651 ][ AT5G26990 / P: involved in response to water deprivation / Communication:501714663 ],6.950488455,6.944380662,7.093737771,7.007791012,5.879313992,6.51019121,6.899514661,7.082957985,7.093130436,6.994251035,6.447951799,5.836131013
AT5G27470,[ AT5G27470 / P: involved in seryl-tRNA aminoacylation / Communication:501714663 ][ AT5G27470.1 / F: has nucleotide binding / AnalysisReference:501748310 ][ AT5G27470 / P: involved in glycolysis / Publication:501748728 ][ AT5G27470.1 / F: has aminoacyl-tRNA ligase activity / AnalysisReference:501748310 ],8.947395167,8.893995845,8.885087564,8.893822007,8.646085526,8.897894121,8.708103096,8.682752457,8.575526925,8.869606955,8.588059315,8.578319171
AT5G27670, Encodes HTA7  a histone H2A protein. - [ AT5G27670.1 / C: located in nucleolus / Publication:501714224 ][ AT5G27670.1 / C: located in nucleosome / AnalysisReference:501748310 ][ AT5G27670.1 / P: involved in nucleosome assembly / AnalysisReference:501748310 ][ AT5G27670.1 / C: located in nucleus / AnalysisReference:501748310 ],7.923538506,7.865543212,8.172465593,8.03774135,6.999610786,7.594442037,7.934926032,7.883810176,8.23106601,8.563321499,8.128626186,7.904930931
AT5G27700,[ AT5G27700 / P: involved in translation / Communication:501714663 ][ AT5G27700 / P: involved in cell wall modification / Publication:501748728 ][ AT5G27700.1 / P: involved in translation / AnalysisReference:501748310 ][ AT5G27700 / P: involved in endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA  5.8S rRNA  LSU-rRNA) / Communication:501741973 ],11.05678461,11.00299549,11.12778381,11.11144685,11.09113455,10.81204407,11.01470429,10.92444476,10.92317562,11.30921009,10.79728743,10.79261506
AT5G28840, Encodes a protein with GDP-D-mannose 3' 5'-epimerase activity.  The enzyme is involved in ascorbate biosynthesis. It catalyzes the conversion of GDP-D-mannose to GDP-L-galactose. - [ AT5G28840 / P: involved in nucleotide-sugar metabolic process / Communication:501714663 ][ AT5G28840 / P: involved in nucleotide-sugar metabolic process / Communication:501714663 ][ AT5G28840.1 / F: has coenzyme binding / AnalysisReference:501748310 ][ AT5G28840 / F: has catalytic activity / Communication:501714663 ],9.189964202,9.129307382,9.126593736,8.998548881,8.024050187,8.722560714,9.088624805,9.319442552,8.815434429,9.237052951,8.550868167,7.71832753
AT5G34850, Encodes a dual-targeted purple acid phosphatase isozyme AtPAP26.  Involved in phosphate metabolism. - [ AT5G34850.1 / C: located in extracellular region / AnalysisReference:501750651 ][ AT5G34850 / P: involved in response to cadmium ion / Publication:501748728 ][ AT5G34850 / F: has acid phosphatase activity / Publication:501717843 ][ AT5G34850.1 / C: located in vacuole / Publication:501714874 ],9.409783439,9.08655942,9.294153044,9.250044169,9.284710966,9.35990573,9.460860565,9.480922205,9.593935467,9.395297389,9.693819931,8.699778468
AT5G35360, Encodes biotin carboxylase subunit (CAC2). - [ AT5G35360.1 / F: has ATP binding / AnalysisReference:501748310 ][ AT5G35360.1 / C: located in chloroplast stroma / Publication:501735990 ][ AT5G35360.1 / C: located in chloroplast envelope / Publication:501710686 ][ AT5G35360 / P: involved in root hair elongation / Publication:501748728 ],9.724446388,9.628681673,9.595507965,9.645518748,9.40683217,9.626749466,9.702281878,9.665054054,9.149351817,9.476037526,8.20092777,8.644060736
AT5G35735,[ AT5G35735 / P: involved in systemic acquired resistance  salicylic acid mediated signaling pathway / Publication:501748728 ][ AT5G35735 / P: involved in regulation of plant-type hypersensitive response / Publication:501748728 ][ AT5G35735 / P: involved in response to insect / Publication:501748728 ],8.232594003,8.28755664,7.66367852,8.034473099,7.529904672,4.669278109,7.972124205,7.980029928,8.013101642,7.700481845,4.926408742,7.358144591
AT5G37260, Encodes a MYB family transcription factor Circadian 1 (CIR1).  Involved in circadian regulation in Arabidopsis. - [ AT5G37260 / P: involved in long-day photoperiodism  flowering / Publication:501748728 ][ AT5G37260 / P: involved in regulation of transcription  DNA-dependent / Publication:1345963 ][ AT5G37260 / P: involved in response to gibberellin stimulus / Publication:501718564 ],3.280858866,3.365055292,4.691799946,4.192061977,3.312454232,3.298584122,3.392801257,3.686348339,4.047004657,4.82268115,4.048152825,3.635817016
AT5G37600, encodes a cytosolic glutamine synthetase  the enzyme has high affinity with substrate ammonium - [ AT5G37600 / P: involved in response to sucrose stimulus / Publication:501748728 ][ AT5G37600 / P: involved in leaf senescence / Publication:501718550 ][ AT5G37600 / C: located in cytosol / Publication:1192 ][ AT5G37600 / F: has protein binding / Publication:501718550 ],9.010451057,9.351165354,9.354192533,9.289031711,8.974448946,8.214468454,9.314591549,9.572282319,11.04323718,10.20618128,8.352601981,8.486862531
AT5G40190, Identified in a screen for calmodulin-binding proteins obtained from an auxin treated cDNA library. - [ AT5G40190 / F: functions in calmodulin binding / Publication:1546140 ][ AT5G40190.1 / F: has catalytic activity / AnalysisReference:501748310 ][ AT5G40190 / P: involved in phosphatidylinositol biosynthetic process / Publication:501748728 ][ AT5G40190 / P: involved in phosphatidylinositol biosynthetic process / Publication:501748728 ],7.737263588,7.583430256,7.615409116,7.672725955,7.319468462,6.888431803,7.827064479,7.794087417,7.63342882,7.740141653,6.838959881,7.44529143
AT5G42100, encodes a plasmodesmal (Pd)-associated membrane protein involved in plasmodesmal callose degradation  i.e. beta-1 3-glucanase (EC 3.2.1.39)  and functions in the gating of Pd - [ AT5G42100.2 / P: involved in carbohydrate metabolic process / AnalysisReference:501748310 ][ AT5G42100.1 / C: located in extracellular region / AnalysisReference:501750651 ][ AT5G42100.2 / C: located in anchored to plasma membrane / Publication:501728848 ],8.48385389,8.336682845,8.434157451,8.280576963,7.722244211,8.105794472,8.058072663,8.230366038,7.910966209,8.089013987,6.988708347,6.150771842
AT5G42650, Encodes a member of the  cytochrome p450 CYP74 gene family that functions as an allene oxide synthase. This enzyme catalyzes dehydration of the hydroperoxide to an unstable allene oxide in the JA biosynthetic pathway. It shows a dual catalytic activity  the major one being a 13-AOS but also expressing a 9-AOS activity. - [ AT5G42650 / P: involved in jasmonic acid biosynthetic process / Publication:501682510 ][ AT5G42650 / P: involved in jasmonic acid biosynthetic process / Publication:501748728 ][ AT5G42650 / P: involved in protein targeting to membrane / Publication:501748728 ],10.1899125,10.29589028,10.94192137,11.3199784,10.07935685,7.920440493,10.58135404,9.839059302,10.33833828,10.21318903,8.606571848,9.785286488
AT5G42890,[ AT5G42890 / P: involved in fatty acid beta-oxidation / Publication:501727534 ][ AT5G42890 / P: involved in gibberellin biosynthetic process / Publication:501748728 ][ AT5G42890 / P: involved in gibberellin biosynthetic process / Publication:501748728 ][ AT5G42890.1 / C: located in chloroplast / AnalysisReference:501750651 ],8.209689516,8.094166965,7.923913888,8.211649604,7.778001511,7.281703385,8.423625906,8.364782532,8.258934474,8.258488639,7.111807783,7.599153255
AT5G43940, Encodes a glutathione-dependent formaldehyde dehydrogenase (also known as class III type alcohol dehydrogenase) reduces S-nitrosoglutathione (GSNO)  the condensation product of glutathione and NO  that is a naturally occurring NO reservoir and also a reactive nitrogen intermediate. Gene expression is reduced by wounding and induced by salicylic acid. Is required for the acclimation of plants to high temperature and for fertility. - [ AT5G43940 / P: involved in formaldehyde metabolic process / Publication:501710141 ][ AT5G43940 / P: involved in formaldehyde metabolic process / Publication:501710141 ][ AT5G43940 / F: has S-(hydroxymethyl)glutathione dehydrogenase activity / Publication:501710141 ],10.45567416,10.47773632,10.25204495,10.6007497,10.05926768,10.32061591,10.61024294,10.80241358,10.54425085,10.43139912,10.3393667,9.97677832
AT5G44070, Phytochelatin synthase gene confers tolerance to cadmium ions. Catalyzes phytochelatin (PC) synthesis from glutathione (GSH) in the presence of Cd2+  Zn2+  Cu2+ and Fe3+  but not by Co2+ or Ni2+. - [ AT5G44070 / P: involved in phytochelatin biosynthetic process / Publication:501720700 ][ AT5G44070.1 / P: involved in phytochelatin biosynthetic process / AnalysisReference:501748310 ][ AT5G44070 / P: involved in arsenite transport / Publication:501740348 ],8.152208328,8.21936485,8.024181506,8.18688707,7.98638437,7.599193691,7.916702007,8.128623107,8.466694958,7.916312668,6.627550576,7.092206619
AT5G44190, Encodes GLK2  Golden2-like 2  one of a pair of partially redundant nuclear transcription factors that regulate chloroplast development in a cell-autonomous manner.  GLK1  Golden2-like 1  is encoded by At2g20570. GLK1 and GLK2 regulate the expression of the photosynthetic apparatus. - [ AT5G44190 / F: functions in DNA binding / Communication:501714663 ][ AT5G44190 / P: involved in transcription from plastid promoter / Publication:501748728 ][ AT5G44190 / P: involved in chloroplast relocation / Publication:501748728 ][ AT5G44190 / P: involved in positive regulation of transcription  DNA-dependent / Publication:501748728 ],8.958577513,9.040824092,8.61916176,8.204172799,7.267933527,9.069054064,9.098283214,9.151642979,9.551295788,8.78541973,8.557334314,7.537155716
AT5G44380,[ AT5G44380.1 / F: has catalytic activity / AnalysisReference:501748310 ][ AT5G44380.1 / F: has flavin adenine dinucleotide binding / AnalysisReference:501748310 ][ AT5G44380.1 / F: has oxidoreductase activity / AnalysisReference:501748310 ][ AT5G44380 / P: involved in response to oxidative stress / Publication:501714511 ],3.666266746,3.915805808,4.328456609,4.117608047,3.747709833,3.762278376,3.77332677,3.91634917,4.321042283,4.110193721,3.716395768,3.816075861
AT5G44630, Encodes a sesquiterpene synthase involved in generating all of the group B sesquiterpenes found in the Arabidopsis floral volatile blend.  Strongly expressed in intrafloral nectaries. - [ AT5G44630.1 / F: has magnesium ion binding / AnalysisReference:501748310 ][ AT5G44630 / P: involved in plant-type cell wall modification / Publication:501748728 ][ AT5G44630.1 / F: has lyase activity / AnalysisReference:501748310 ][ AT5G44630.1 / C: located in chloroplast / AnalysisReference:501750651 ],2.847268587,3.048586297,3.542685612,3.628597861,3.525930444,3.488358022,3.054246208,3.232252602,3.690038653,3.730102832,3.561093802,3.554894947
AT5G45000,[ AT5G45000.1 / P: involved in signal transduction / AnalysisReference:501748310 ][ AT5G45000.1 / C: located in intracellular / AnalysisReference:501748310 ][ AT5G45000.1 / C: located in cytoplasm / AnalysisReference:501750651 ][ AT5G45000 / P: involved in defense response / Communication:501714663 ],3.658760282,3.689785194,4.001840281,4.031366635,3.861821388,3.413069445,3.525987839,3.619529681,4.175133947,3.836634962,3.471045776,3.586199866
AT5G45230,[ AT5G45230 / P: involved in defense response / Communication:501714663 ][ AT5G45230.1 / C: located in intracellular / AnalysisReference:501748310 ][ AT5G45230.1 / C: located in cytoplasm / AnalysisReference:501750651 ][ AT5G45230.1 / P: involved in defense response / AnalysisReference:501748310 ],3.424475186,3.562090288,3.725248149,3.583801215,3.44791886,3.479880746,3.657789813,3.643485511,3.81356667,3.630282709,3.455460299,3.526637528
AT5G45240,[ AT5G45240.1 / C: located in intracellular / AnalysisReference:501748310 ][ AT5G45240.1 / P: involved in defense response / AnalysisReference:501748310 ][ AT5G45240.1 / F: has ADP binding / AnalysisReference:501748310 ][ AT5G45240.1 / C: located in nucleus / AnalysisReference:501750651 ],3.617601808,3.769811443,4.345337867,4.141658047,3.874472134,3.94592081,3.633566635,3.753846616,4.054666041,4.023898879,3.960366266,4.079329092
AT5G45620,[ AT5G45620 / P: involved in cytoskeleton organization / Publication:501748728 ][ AT5G45620 / F: has molecular_function / Communication:501683652 ][ AT5G45620 / P: involved in proteasome core complex assembly / Publication:501748728 ][ AT5G45620 / P: involved in response to salt stress / Publication:501748728 ],7.756173897,7.606094664,8.113093132,7.927546394,7.240769578,7.612094622,7.859714503,7.85412195,8.238337703,8.03424351,7.428043233,6.847701076
AT5G45640,[ AT5G45640.1 / F: has identical protein binding / AnalysisReference:501748310 ][ AT5G45640.1 / F: has serine-type endopeptidase activity / AnalysisReference:501748310 ][ AT5G45640 / P: involved in proteolysis / Communication:501714663 ][ AT5G45640.1 / P: involved in negative regulation of catalytic activity / AnalysisReference:501748310 ],3.527561994,3.965074825,4.15322178,4.014610804,4.039209854,4.107706996,3.59198553,4.099022082,4.295592135,4.11688259,4.071250267,4.16470356
AT5G45810, Encodes a member of the SNF1-related kinase (SnRK) gene family (SnRK3.5)  which has also been reported as a member of the CBL-interacting protein kinases (CIPK19). - [ AT5G45810.1 / F: has ATP binding / AnalysisReference:501748310 ][ AT5G45810.1 / P: involved in protein phosphorylation / AnalysisReference:501748310 ][ AT5G45810.1 / F: has protein kinase activity / AnalysisReference:501748310 ][ AT5G45810 / P: involved in plant-type cell wall modification / Publication:501748728 ],4.18248593,4.172894444,4.481769129,4.267425388,4.120108966,4.077536252,4.267841052,4.294798191,4.749607216,4.382057341,4.466758291,4.03920675
AT5G45830, Encodes DOG1 (DELAY OF GERMINATION 1).  A quantitative trait locus involved in the control of seed dormancy.  Belongs to a novel plant-specific gene family whose members include: DOG1-like 1-4 (DOGL1-4  At4g18660  At4g18680  At4g18690  At4g18650 respectively) and DOG1.  DOG1 expression is seed-specific. - [ AT5G45830 / P: involved in abscisic acid mediated signaling pathway / Publication:501723093 ][ AT5G45830 / P: involved in regulation of seed dormancy process / Publication:501720046 ][ AT5G45830 / P: involved in sugar mediated signaling pathway / Publication:501723093 ],5.041342329,5.07325022,4.704521798,4.608365267,4.2133868,4.552936997,4.937533826,5.179224134,4.688180985,4.581254411,4.459876436,4.414839485
AT5G47030, Encodes the mitochondrial ATP synthase subunit delta. - [ AT5G47030 / P: involved in photorespiration / Publication:501748728 ][ AT5G47030.1 / C: located in mitochondrion / Publication:501712789 ][ AT5G47030 / C: located in mitochondrial proton-transporting ATP synthase complex  catalytic core F(1) / Publication:501705871 ],9.072997687,9.017947133,9.015173103,9.053689299,8.956877092,9.363433803,8.990796424,9.280792707,8.855002332,8.745725361,8.80271848,8.219591921
AT5G47040, Encodes a member of the Lon protease-like proteins (Lon1/At5g26860  Lon2/At5g47040  Lon3/At3g05780  Lon4/At3g05790).  Lon is a multifunctional ATP-dependent protease which exists in bacteria  archaea and within organelles in eukaryotic cells.  Lon proteases are responsible for the degradation of abnormal  damaged and unstable proteins. - [ AT5G47040 / P: involved in protein processing / Communication:501741973 ][ AT5G47040 / P: involved in protein import into peroxisome matrix  docking / Publication:501734834 ][ AT5G47040 / P: involved in misfolded or incompletely synthesized protein catabolic process / Communication:501741973 ],8.465731173,8.460649852,8.403494638,8.477083816,8.342405373,8.759871159,8.579910333,8.455253286,8.417995899,8.492406059,8.900645285,8.748216712
AT5G47260,[ AT5G47260.1 / P: has protein modification of type N-terminal protein myristoylation / Publication:501710157 ][ AT5G47260.1 / F: has GTP binding / AnalysisReference:501748310 ][ AT5G47260.1 / P: has protein modification of type N-terminal protein myristoylation / Publication:501710157 ],3.278857155,3.153302158,3.549707517,3.527462,3.408315947,3.383456743,3.301897901,3.114306271,3.617523753,3.495934344,3.421676152,3.528231685
AT5G47390,[ AT5G47390 / P: involved in response to abscisic acid stimulus / Publication:501718564 ][ AT5G47390.1 / C: located in nucleus / AnalysisReference:501750651 ][ AT5G47390 / P: involved in regulation of transcription  DNA-dependent / Publication:1345963 ][ AT5G47390 / P: involved in response to salicylic acid stimulus / Publication:501718564 ],8.222599092,8.294459708,8.382948827,8.21591847,7.623301305,8.180027716,8.526559749,8.489658302,8.919948889,8.587484658,8.591024493,8.107877368
AT5G47910, NADPH/respiratory burst oxidase protein D (RbohD).Interacts with AtrbohF gene to fine tune the spatial control of ROI production and hypersensitive response to cell in and around infection site. - [ AT5G47910 / P: involved in response to heat / Publication:501716362 ][ AT5G47910 / P: involved in hydrogen peroxide catabolic process / Publication:501748728 ][ AT5G47910 / P: involved in reactive oxygen species metabolic process / Publication:1546149 ],7.679761698,7.92388977,8.102778707,8.915216838,7.244034252,5.838442173,7.600286811,7.100095075,7.946038025,8.226096277,6.410021563,7.414989749
AT5G48380, Encodes a BAK1-interacting receptor-like kinase named BIR1.  Negatively regulates multiple plant resistance signaling pathways  one of which is the SOBIR1(AT2G31880)-dependent pathway. - [ AT5G48380 / C: located in plasma membrane / Publication:501733495 ][ AT5G48380 / F: has receptor serine/threonine kinase binding / Publication:501733495 ][ AT5G48380 / F: has receptor serine/threonine kinase binding / Publication:501733495 ][ AT5G48380 / P: involved in negative regulation of defense response / Publication:501733495 ],8.280171921,8.357497121,8.408935499,8.818340688,8.035388956,5.830131727,8.322008869,8.184130117,8.366791417,8.496153586,7.153615781,7.921772191
AT5G48770,[ AT5G48770.1 / F: has ADP binding / AnalysisReference:501748310 ][ AT5G48770 / P: involved in defense response / Communication:501714663 ][ AT5G48770.1 / P: involved in defense response / AnalysisReference:501748310 ][ AT5G48770.1 / C: located in intracellular / AnalysisReference:501748310 ],3.289411219,3.659619334,4.150362921,3.989616036,3.738287252,3.829622877,3.47628236,3.684363332,4.018849232,4.13217395,3.962352937,3.932674189
